id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
osm_social_facilities_0848,Murilla Community Centre,Community Centre,community,,,QLD,,-26.6592331,150.1860517,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0849,QCWA Theodore,Community Centre,community,,,QLD,,-24.9481095,150.0750695,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0850,Lions Club Theodore,Community Centre,community,,,QLD,,-24.9480675,150.0749795,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0851,Banana and District Community Association,Community Centre,community,,,QLD,,-24.4709357,150.129314,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0852,QCWA Banana,Community Centre,community,,,QLD,,-24.4709135,150.1294209,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0853,QCWA Jambin,Community Centre,community,,,QLD,,-24.1958359,150.3713234,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0854,Homecaring,Assisted Living for disabled,community,,,QLD,,-24.4022827,150.5124682,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0855,Goovigen Community Hall,Community Centre,community,,,QLD,,-24.1462063,150.2854474,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0856,Nebo Community Hub,Community Centre,community,,,QLD,,-21.6890809,148.6891396,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0857,Moranbah Neighbourhood Centre,Community Centre,community,,,QLD,,-21.9996059,148.0450536,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0858,Oasis Life Lounge,Community Centre,community,Belyando Avenue,Moranbah,QLD,4744,-21.9994447,148.0433668,,,https://oasislife.org.au/lounge.html,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0859,Community Solutions,Social Facility,community,,,QLD,,-23.5263761,148.1626077,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0860,Emerald Neighbourhood Centre,Community Centre,community,Yamala Street,Emerald,QLD,4720,-23.5222497,148.1598598,+61 7 4982 1696,,https://www.emeraldneighbourhoodcentre.org.au,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0861,Anglicare,Social Facility,community,Ash Street,Barcaldine,QLD,4725,-23.5533171,145.28837,,,,Mo-Fr 08:30-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0862,YACHATDAC - Yumbangku Aboriginal Cultural Heritage and Tourism Development Aboriginal Corporation),NGO,community,,,QLD,,-23.5531671,145.2884334,,,https://yachatdac.com.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0863,The Willows,Social Facility for senior,community,Willow Street,Barcaldine,QLD,4725,-23.5543182,145.2865837,,,https://www.barcaldinerc.qld.gov.au/barcaldine-60-better-program,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0864,Desert Dreaming Centre,Community Centre,community,,,QLD,,-23.5532687,145.2865813,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0865,Rurat Transaction Centre - RTC,Community Centre,community,,,QLD,,-23.4896439,144.5077544,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0866,QCWA Blackall,Community Centre,community,,,QLD,,-24.425063,145.4653363,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0868,Rolleston Memorial Hall,Community Centre,community,,,QLD,,-24.462133,148.6237347,+61 7 4984 3199,,,Mo-Fr 09:00-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0869,Aged Care Centre,Community Centre,community,,,QLD,,-24.1864784,149.8147819,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0870,Baralaba Community Aged Care,Group Home for senior,housing,Wooroonah Street,Baralaba,QLD,4702,-24.1866493,149.8144988,+61 7 4998 1122,bcacai@bigpond.com,https://www.baralabaagedcare.org/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0871,"Baralaba Land Care, Community Resource & Development Centre",Community Centre,community,,,QLD,,-24.1835279,149.8106981,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0872,Brisbane Food Not Bombs,Soup Kitchen,food,Vulture Street,West End,QLD,4101,-27.4807388,153.0112048,,,,Fr 18:30-20:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0874,Injune Memorial Hall,Community Centre,community,,,QLD,,-25.8436455,148.5655303,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0875,Injune Community Centre,Community Centre,community,,,QLD,,-25.8454627,148.5653753,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0876,Roma Neighbourhood Centre,Community Centre,community,,,QLD,,-26.5731233,148.7870597,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0877,Breakaway,Assisted Living for senior,community,,,QLD,,-27.5599893,151.9568163,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0878,Lander Support,Assisted Living for senior,community,,,QLD,,-27.5459766,151.9560963,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0879,QCWA Wondai,Community Centre,community,,,QLD,,-26.3192408,151.8727321,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0880,Ozcare,Assisted Living for senior,community,,,QLD,,-27.5691046,151.9471142,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0881,Rollingstone Community Centre,Community Centre,community,,,QLD,,-19.0446318,146.4087875,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0882,QCWA Mitchell,Community Centre,community,Cambridge Street,Mitchell,QLD,4465,-26.4875203,147.9738577,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0883,Booringah Blokes Mens Shed Mitchell,Community Centre,community,,,QLD,,-26.489035,147.9788071,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0884,Morven Progress Association - Community Meeting Room,Community Centre,community,,,QLD,,-26.4146153,147.1142666,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0885,Over 50's Community Centre,Community Centre,community,Chardean Street,Acacia Ridge,QLD,4110,-27.5877736,153.0247785,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0886,Liberty Health Services,Social Facility,community,,,QLD,,-27.5106079,153.0324965,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0887,Headspace,Outreach for juvenile,community,Gympie Road,,QLD,,-27.3023787,152.9888824,+61 7 3465 3000,headspace.strathpine@openminds.org.au,https://headspace.org.au/headspace-centres/strathpine/,Mo-Tu 08:30-17:00; We-Th 09:30-18:00; Fr 08:00-17:00; PH off,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0888,Bollon Civic Centre,Community Centre,community,,,QLD,,-28.0322394,147.4812293,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0889,QCWA Dirranbandi,Community Centre,community,,,QLD,,-28.5832196,148.2280069,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0890,Dirranbandi Information Centre / RTC,Community Centre,community,,,QLD,,-28.5859762,148.226927,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0891,Amma's Care,Social Facility,community,,,QLD,,-27.4307705,153.0407801,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0892,Radha Krishna Cultural Centre,Community Centre,community,,,QLD,,-27.9654529,153.4040184,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0893,Drake Commuunity Hall,Community Centre,community,,,QLD,,-28.9288285,152.3750643,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0894,CASPA,Outreach for child,community,Centre Street,Casino,QLD,2470,-28.8638759,153.0455233,+61 2 6627 3700,,https://caspa.org.au/home,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0895,Pillars of Potential,Outreach for disabled,community,Woodlark Street,Lismore,QLD,2480,-28.8080139,153.2801697,+61 2 5611 6562,deb@pillarsofpotential.com,https://pillarsofpotential.com/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0896,Tresillian Family Care Centre,Outreach for family,community,Uralba Street,Lismore,QLD,2480,-28.8096617,153.2888184,+61 2 6624 0380,TFCC-lismore@health.nsw.gov.au,https://www.tresillian.org.au/services-locations/locations/lismore-day-services/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0897,Momentum Collective,Outreach for disabled,community,Uralba Street,Lismore,QLD,2480,-28.8097005,153.2889858,,,https://mymomentum.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0898,Casino-Boolangle Local Aboriginal Land Council,NGO,community,Barker Street,Casino,QLD,2470,-28.864821,153.0460415,+61 2 6662 6286,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0899,South Gundarimba Hall,Community Centre,community,,,QLD,,-28.8887041,153.2596828,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0900,Arcare Birtinya,Assisted Living for senior,community,,,QLD,,-26.74444,153.1213758,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0901,Arcare North Shore,Assisted Living for senior,community,Main Street,Burdell,QLD,4818,-19.2511872,146.6976281,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0902,Charter Care Services,Social Facility,community,,,QLD,,-27.4340678,153.0421962,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0905,Gidarjil Development Corporation,NGO,community,Walker Street,Bundaberg South,QLD,4670,-24.8788658,152.352507,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0906,Suncare Community Services Ltd,Assisted Living for senior,community,,,QLD,,-24.8769424,152.3528587,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0907,Ram Care,Nursing Home for senior,health,,,QLD,,-27.6133247,153.1273762,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0908,Mates4Mates,CHARITY,community,Stafford Road,Stafford,QLD,4053,-27.4111487,153.0191858,,brisbane@mates4mates.org,https://mates4mates.org/whom-we-are/our-locations/brisbane,Mo-Fr 08:30-16:30,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0909,Open Arms,CHARITY,community,Stafford Road,Stafford,QLD,4053,-27.4111649,153.0193557,,,https://www.openarms.gov.au/,Mo-Fr 09:00-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0910,RSL Queensland Veteran & Family Wellbeing Centre,CHARITY,community,Stafford Road,Stafford,QLD,4053,-27.4112796,153.0192585,+61 7 3130 8800,Brisbane@vfwc.org.au,https://www.rslqld.org/find-help/veteran-family-wellbeing-centre-brisbane,Mo-Fr 08:30-16:30,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0911,ChaplainWatch,Social Facility,community,,,QLD,,-24.8650043,152.3520394,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0912,ChaplainWatch,Social Facility,community,Goondoon Street,Gladstone Central,QLD,4680,-23.8393306,151.2534627,,,https://www.chaplainwatch.org.au/gladstone-chaplainwatch,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0913,Arcoora Kitchen,Community Centre,community,,,QLD,,-28.4689432,153.0525459,,,,24/7,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0914,The SSI Gateway,Community Centre,community,Wembley Road,Logan Central,QLD,4114,-27.6405816,153.1089502,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0915,NDVR Endeavour Foundation,Social Facility,community,,,QLD,,-28.213241,152.033328,,,https://www.endeavour.com.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0916,Headspace Warwick,Community Centre,community,,,QLD,,-28.2146395,152.0330732,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0917,QCWA Allora,Community Centre,community,Warwick Street,Allora,QLD,4362,-28.0355338,151.980889,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0918,Victoria Hill QCWA,Community Centre,community,Dalrymple Creek Road,Victoria Hill,QLD,4361,-28.0151504,151.7902918,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0919,Pampas Memorial Hall,Community Centre,community,Gore Highway,Pampas,QLD,4352,-27.7913502,151.4107354,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0920,Waminda,Social Facility for disabled,community,,,QLD,,-27.1817752,151.2643825,+61 7 4662 1434,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0921,Save Darling Downs,NGO,community,,,QLD,,-27.1811393,151.2663574,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0922,Kogan Community Centre,Community Centre,community,,,QLD,,-27.0401686,150.7619347,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0923,Catalyst Support Services,Social Facility for senior;disabled,community,,,QLD,,-26.741111,150.6225887,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0924,QCWA Kumbia,Community Centre,community,,,QLD,,-26.6917122,151.6535166,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0925,South Burnett Care,Social Facility for disabled;senior,community,,,QLD,,-26.5452599,151.83933,+61 7 4162 7300,,https://sbcare.org.au,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0927,Centacare,Social Facility,community,,,QLD,,-26.5396972,151.8392389,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0928,Bunya Care,Social Facility,community,,,QLD,,-26.5393588,151.8372862,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0929,Kaarakin Care Support Services,Social Facility,community,,,QLD,,-26.2411026,151.9401983,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0931,The Pajama Foundation,Outreach,community,,,QLD,,-27.4390287,153.0430229,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0932,Wowan RSL Hall,Community Centre,community,,,QLD,,-23.9064734,150.1952187,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0933,RTC,Community Centre,community,Pheasant Creek Road,Wowan,QLD,4702,-23.9074492,150.1952722,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0934,Wowan Dululu Multi-Purpose Centre,Social Facility,community,,,QLD,,-23.9061137,150.1973162,,,https://www.wdmpc.org/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0935,Wowan/Dululu Multi-Purpose Centre - Community Fitness Centre,Social Facility,community,Railway Avenue,Wowan,QLD,4702,-23.9069824,150.1968427,+61 7 4937 1119,,https://www.wdmpc.org/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0936,Dingo Community Hall,Community Centre,community,,,QLD,,-23.6470372,149.3326091,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0937,IMPACT Community Services,NGO,community,,,QLD,,-24.8552385,152.3758185,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0938,CQID,NGO,community,,,QLD,,-23.5242846,148.1581074,,,https://cqid.com.au/about-us/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0939,QCWA Tambo,Community Centre,community,,,QLD,,-24.8829806,146.2538912,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0940,Tambo Multipurpose Centre,Community Centre,community,,,QLD,,-24.8831589,146.2545466,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0941,Mitchell and District Landcare Association,NGO,community,Cambridge Street,Mitchell,QLD,4465,-26.4871747,147.9762008,,landcare.mitchell@gmail.com,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0942,Everglow Community Care Links Inc,Nursing Home for senior,health,,,QLD,,-19.2715615,146.7825565,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0943,Caledonian Hall,Community Centre,community,,,QLD,,-24.858992,152.3701754,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0944,RSL Community Centre,Community Centre,community,,,QLD,,-27.1519302,149.0667194,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0945,RSL Community Hall,Community Centre,community,,,QLD,,-27.1519643,149.0667097,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0946,Childrens Centre,Community Centre,community,,,QLD,,-27.1519213,149.0666533,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0947,The Hub,Community Centre,community,,,QLD,,-28.0366002,148.5810488,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0948,Community Hub,Community Centre,community,,,QLD,,-28.6348629,148.8678058,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0949,QCWA Thallon-Daymar,Community Centre,community,,,QLD,,-28.6355109,148.8681299,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0950,Geebung Meals on Wheels,Food Bank,food,Robinson Road West,Geebung,QLD,4034,-27.3679089,153.0421377,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0951,CWA Garah Rest Room,Community Centre,community,Midkin Street,Garah,QLD,2405,-29.0748729,149.6340954,+61 439 612 305,lyn.m.ward@outlook.com,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0952,North Star Memorial Hall,Community Centre,community,,,QLD,,-28.9276765,150.3932549,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0953,Rainforest Rescue nursery,NGO,community,Cape Tribulation Road,,QLD,,-16.2260914,145.4218215,,,https://www.rainforestrescue.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0954,Youth Advocacy Centre,Community Centre,community,Peel Street,South Brisbane,QLD,4101,-27.4727037,153.0169174,+61 7 3356 1002,communications@yac.net.au,https://yac.net.au/,Mo-Fr 09:00-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0955,Richmond Fellowship Queensland,Healthcare for mental_health,community,Ipswich Road,Annerley,QLD,4103,-27.51175,153.0314653,+61 7 3363 2555,annerley@rfq.com.au,https://www.rfq.com.au,Mo-Fr 08:30-16:30,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0956,Kurbingui Youth Development Limited,Community Centre,community,Zillmere Road,Zillmere,QLD,4034,-27.3589783,153.0378738,,,https://www.kurbingui.org.au,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0957,Home Support Association,Group Home,housing,,,QLD,,-23.3675997,150.4958805,+61 7 4931 8300,hsa@homesupport.org.au,https://homesupport.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
